EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,?
1806025,30,Yes,Travel_Rarely,1005,Maternity,3,3,Technical Degree,1,4,Female,88,3,1,Other,1,Single,2657,8556,
1296063,41,No,Travel_Rarely,896,Cardiology,6,3,Life Sciences,1,4,Female,75,3,3,Administrative,4,Single,13591,14674,
1502689,30,Yes,Travel_Frequently,334,Cardiology,26,4,Marketing,1,3,Female,52,2,2,Nurse,1,Single,6696,22967,
1849547,29,No,Travel_Rarely,992,Maternity,1,3,Technical Degree,1,3,Male,85,3,1,Other,3,Single,2058,19757,
1715116,45,No,Non-Travel,1052,Cardiology,6,3,Medical,1,4,Female,57,2,3,Nurse,4,Single,8865,16840,
1088447,54,No,Travel_Rarely,1147,Cardiology,3,3,Marketing,1,4,Female,52,3,2,Nurse,1,Married,5940,17011,
1408349,36,No,Travel_Rarely,1396,Maternity,5,2,Life Sciences,1,4,Male,62,3,2,Nurse,2,Single,5914,9945,
1291194,33,No,Travel_Rarely,147,Maternity,4,4,Medical,1,3,Female,47,2,1,Other,2,Married,2622,13248,
1699240,37,No,Travel_Frequently,663,Neurology,11,3,Other,1,2,Male,47,3,3,Other,4,Divorced,12185,10056,
1059303,38,No,Travel_Rarely,119,Cardiology,3,3,Life Sciences,1,1,Male,76,3,3,Nurse,3,Divorced,10609,9647,
1530760,31,No,Non-Travel,979,Neurology,1,4,Medical,1,3,Male,90,1,2,Therapist,3,Married,4345,4381,
1187985,59,No,Travel_Rarely,142,Maternity,3,3,Life Sciences,1,3,Male,70,2,1,Other,4,Married,2177,8456,
1721312,37,No,Travel_Frequently,319,Cardiology,4,4,Marketing,1,1,Male,41,3,1,Other,4,Divorced,2793,2539,
1129392,29,No,Travel_Frequently,1413,Cardiology,1,1,Medical,1,2,Female,42,3,3,Nurse,4,Married,7918,6599,
1278690,35,No,Travel_Frequently,944,Cardiology,1,3,Marketing,1,3,Female,92,3,3,Nurse,3,Single,8789,9096,
1118323,29,Yes,Travel_Rarely,896,Maternity,18,1,Medical,1,3,Male,86,2,1,Other,4,Single,2389,14961,
1709918,52,No,Travel_Rarely,1323,Maternity,2,3,Life Sciences,1,3,Female,89,2,1,Nurse,4,Single,3212,3300,
1470356,42,No,Travel_Rarely,532,Neurology,4,2,Technical Degree,1,3,Male,58,3,5,Other,4,Married,19232,4933,
1128374,59,No,Travel_Rarely,818,Neurology,6,2,Medical,1,2,Male,52,3,1,Other,3,Married,2267,25657,
1508741,50,No,Travel_Rarely,854,Cardiology,1,4,Medical,1,4,Female,68,3,5,Administrative,4,Divorced,19517,24118,
1598911,33,Yes,Travel_Rarely,813,Maternity,14,3,Medical,1,3,Male,58,3,1,Nurse,4,Married,2436,22149,
1177110,43,No,Travel_Rarely,1034,Cardiology,16,3,Marketing,1,4,Female,80,3,4,Administrative,4,Married,16064,7744,
1484656,33,Yes,Travel_Rarely,465,Maternity,2,2,Life Sciences,1,1,Female,39,3,1,Nurse,1,Married,2707,21509,
1693414,52,No,Non-Travel,771,Cardiology,2,4,Life Sciences,1,1,Male,79,2,5,Administrative,3,Single,19068,21030,
1806233,32,No,Travel_Rarely,1401,Cardiology,4,2,Life Sciences,1,3,Female,56,3,1,Other,2,Married,3931,20990,
1127107,32,Yes,Travel_Rarely,515,Maternity,1,3,Life Sciences,1,4,Male,62,2,1,Nurse,3,Single,3730,9571,
1548210,39,No,Travel_Rarely,1431,Maternity,1,4,Medical,1,3,Female,96,3,1,Nurse,3,Divorced,2232,15417,
1857248,32,No,Non-Travel,976,Cardiology,26,4,Marketing,1,3,Male,100,3,2,Nurse,4,Married,4465,12069,
1491722,41,No,Travel_Rarely,1411,Maternity,19,2,Life Sciences,1,3,Male,36,3,2,Other,1,Divorced,3072,19877,
1548175,40,No,Travel_Rarely,1300,Maternity,24,2,Technical Degree,1,1,Male,62,3,2,Other,4,Divorced,3319,24447,
1197716,45,No,Travel_Rarely,252,Neurology,1,3,Other,1,3,Male,70,4,5,Other,4,Married,19202,15970,
1275604,31,No,Travel_Frequently,1327,Neurology,3,4,Medical,1,2,Male,73,3,3,Other,3,Divorced,13675,13523,
1632856,33,No,Travel_Rarely,832,Maternity,5,4,Life Sciences,1,3,Female,63,2,1,Other,4,Married,2911,14776,
1874724,34,No,Travel_Rarely,470,Neurology,2,4,Life Sciences,1,4,Male,84,2,2,Therapist,1,Married,5957,23687,
1133458,37,No,Travel_Rarely,1017,Maternity,1,2,Medical,1,3,Female,83,2,1,Other,1,Married,3920,18697,
1213490,45,No,Travel_Frequently,1199,Neurology,7,4,Life Sciences,1,1,Male,77,4,2,Therapist,3,Married,6434,5118,
1440072,37,No,Travel_Frequently,504,Maternity,10,3,Medical,1,1,Male,61,3,3,Therapist,3,Divorced,10048,22573,
1492815,39,No,Travel_Frequently,505,Maternity,2,4,Technical Degree,1,3,Female,64,3,3,Nurse,3,Single,10938,6420,
1322829,29,No,Travel_Rarely,665,Maternity,15,3,Life Sciences,1,3,Male,60,3,1,Other,4,Single,2340,22673,
1453272,42,No,Travel_Rarely,916,Maternity,17,2,Life Sciences,1,4,Female,82,4,2,Other,1,Single,6545,23016,
1234458,29,No,Travel_Rarely,1247,Cardiology,20,2,Marketing,1,4,Male,45,3,2,Nurse,4,Divorced,6931,10732,
1336242,25,No,Travel_Rarely,685,Neurology,1,3,Life Sciences,1,1,Female,62,3,2,Therapist,3,Married,4898,7505,
1068917,42,No,Travel_Rarely,269,Maternity,2,3,Medical,1,4,Female,56,2,1,Nurse,1,Divorced,2593,8007,
1804073,40,No,Travel_Rarely,1416,Neurology,2,2,Medical,1,1,Male,49,3,5,Other,3,Divorced,19436,5949,
1435995,51,No,Travel_Rarely,833,Maternity,1,3,Life Sciences,1,3,Male,96,3,1,Other,4,Married,2723,23231,
1577501,31,No,Travel_Frequently,307,Maternity,29,2,Medical,1,3,Male,71,2,1,Nurse,2,Single,3479,11652,
1075035,32,No,Travel_Frequently,1311,Maternity,7,3,Life Sciences,1,2,Male,100,4,1,Nurse,2,Married,2794,26062,
1520532,38,No,Non-Travel,1327,Cardiology,2,2,Life Sciences,1,4,Male,39,2,2,Nurse,4,Married,5249,19682,
1593179,32,No,Travel_Rarely,128,Maternity,2,1,Technical Degree,1,4,Male,84,2,2,Nurse,1,Single,2176,19737,
1244300,46,No,Travel_Rarely,488,Cardiology,2,3,Technical Degree,1,3,Female,75,1,4,Administrative,2,Married,16872,14977,
1622255,28,Yes,Travel_Rarely,529,Maternity,2,4,Life Sciences,1,1,Male,79,3,1,Nurse,3,Single,3485,14935,
1662066,29,No,Travel_Rarely,1210,Cardiology,2,3,Medical,1,1,Male,78,2,2,Nurse,2,Married,6644,3687,
1247928,31,No,Travel_Rarely,1463,Maternity,23,3,Medical,1,2,Male,64,2,2,Nurse,4,Married,5582,14408,
1087213,25,No,Non-Travel,675,Maternity,5,2,Life Sciences,1,2,Male,85,4,2,Nurse,1,Divorced,4000,18384,
1269016,45,No,Travel_Rarely,1385,Maternity,20,2,Medical,1,3,Male,79,3,4,Nurse,4,Married,13496,7501,
1416436,36,No,Travel_Rarely,1403,Maternity,6,3,Life Sciences,1,4,Male,47,3,1,Nurse,4,Married,3210,20251,
1124764,55,No,Travel_Rarely,452,Neurology,1,3,Medical,1,4,Male,81,3,5,Other,1,Single,19045,18938,
1524494,47,Yes,Non-Travel,666,Neurology,29,4,Life Sciences,1,1,Male,88,3,3,Other,2,Married,11849,10268,
1376531,28,No,Travel_Rarely,1158,Maternity,9,3,Medical,1,4,Male,94,3,1,Other,4,Married,2070,2613,
1487080,37,No,Travel_Rarely,228,Cardiology,6,4,Medical,1,3,Male,98,3,2,Nurse,4,Married,6502,22825,
1836214,21,No,Travel_Rarely,996,Maternity,3,2,Medical,1,4,Male,100,2,1,Other,3,Single,3230,10531,
1397780,37,No,Non-Travel,728,Neurology,1,4,Medical,1,1,Female,80,3,3,Other,4,Divorced,13603,11677,
1281199,35,No,Travel_Rarely,1315,Neurology,22,3,Life Sciences,1,2,Female,71,4,3,Other,2,Divorced,11996,19100,
1566712,38,No,Travel_Rarely,322,Cardiology,7,2,Medical,1,1,Female,44,4,2,Nurse,1,Divorced,5605,19191,
1256655,26,No,Travel_Frequently,1479,Neurology,1,3,Life Sciences,1,3,Female,84,3,2,Therapist,2,Divorced,6397,26767,
1187620,50,No,Travel_Rarely,797,Neurology,4,1,Life Sciences,1,1,Male,96,3,5,Other,2,Divorced,19144,15815,
1032001,53,No,Travel_Rarely,1070,Neurology,3,4,Medical,1,3,Male,45,3,4,Other,3,Married,17584,21016,
1220520,42,No,Travel_Rarely,635,Cardiology,1,1,Life Sciences,1,2,Male,99,3,2,Nurse,3,Married,4907,24532,
1524207,29,No,Travel_Frequently,442,Cardiology,2,2,Life Sciences,1,2,Male,44,3,2,Nurse,4,Single,4554,20260,
1552398,55,No,Travel_Rarely,147,Maternity,20,2,Technical Degree,1,2,Male,37,3,2,Nurse,4,Married,5415,15972,
1753629,26,No,Travel_Frequently,496,Maternity,11,2,Medical,1,1,Male,60,3,2,Nurse,1,Married,4741,22722,
1649314,37,No,Travel_Rarely,1372,Maternity,1,3,Life Sciences,1,4,Female,42,3,1,Other,4,Single,2115,15881,
1353021,44,Yes,Travel_Frequently,920,Maternity,24,3,Life Sciences,1,4,Male,43,3,1,Nurse,3,Divorced,3161,19920,
1704408,38,No,Travel_Rarely,688,Maternity,23,4,Life Sciences,1,4,Male,82,3,2,Nurse,4,Divorced,5745,18899,
1031524,26,Yes,Travel_Rarely,1449,Maternity,16,4,Medical,1,1,Male,45,3,1,Nurse,2,Divorced,2373,14180,
1124932,28,No,Travel_Rarely,1117,Maternity,8,2,Life Sciences,1,4,Female,66,3,1,Other,4,Single,3310,4488,
1865139,49,No,Travel_Frequently,636,Neurology,10,4,Life Sciences,1,3,Female,35,3,5,Other,1,Single,18665,25594,
1158764,36,No,Travel_Rarely,506,Maternity,3,3,Technical Degree,1,3,Male,30,3,2,Other,2,Single,4485,26285,
1794901,31,No,Travel_Frequently,444,Cardiology,5,3,Marketing,1,4,Female,84,3,1,Other,2,Divorced,2789,3909,
1707521,26,Yes,Travel_Rarely,950,Cardiology,4,4,Marketing,1,4,Male,48,2,2,Nurse,4,Single,5828,8450,
1628660,37,No,Travel_Frequently,889,Maternity,9,3,Medical,1,2,Male,53,3,1,Other,4,Married,2326,11411,
1099592,42,No,Travel_Frequently,555,Cardiology,26,3,Marketing,1,3,Female,77,3,4,Nurse,2,Married,13525,14864,
1837825,18,No,Travel_Rarely,230,Maternity,3,3,Life Sciences,1,3,Male,54,3,1,Nurse,3,Single,1420,25233,
1284393,35,No,Travel_Rarely,1232,Cardiology,16,3,Marketing,1,3,Male,96,3,3,Nurse,2,Married,8020,5100,
1720804,36,No,Travel_Frequently,566,Maternity,18,4,Life Sciences,1,3,Male,81,4,1,Nurse,4,Married,3688,7122,
1749725,51,No,Travel_Rarely,1302,Neurology,2,3,Medical,1,4,Male,84,1,2,Therapist,2,Divorced,5482,16321,
1460737,41,No,Travel_Rarely,334,Cardiology,2,4,Life Sciences,1,4,Male,88,3,4,Administrative,2,Single,16015,15896,
1464566,18,Yes,Travel_Rarely,812,Cardiology,10,3,Medical,1,4,Female,69,2,1,Other,3,Single,1200,9724,
1608953,28,No,Travel_Rarely,1476,Maternity,16,2,Medical,1,2,Male,68,4,2,Nurse,1,Single,5661,4824,
1162080,31,No,Travel_Rarely,218,Cardiology,7,3,Technical Degree,1,2,Male,100,4,2,Nurse,4,Married,6929,12241,
1317347,39,No,Travel_Rarely,1132,Maternity,1,3,Medical,1,3,Male,48,4,3,Nurse,4,Divorced,9613,10942,
1712914,36,No,Non-Travel,1105,Maternity,24,4,Life Sciences,1,2,Female,47,3,2,Nurse,2,Married,5674,6927,
1672940,32,No,Travel_Rarely,906,Cardiology,7,3,Life Sciences,1,4,Male,91,2,2,Nurse,3,Married,5484,16985,
1535275,38,No,Travel_Rarely,849,Maternity,25,2,Life Sciences,1,1,Female,81,2,3,Administrative,2,Married,12061,26707,
1505031,58,No,Non-Travel,390,Maternity,1,4,Life Sciences,1,4,Male,32,1,2,Nurse,3,Divorced,5660,17056,
1546688,31,No,Travel_Rarely,691,Maternity,5,4,Technical Degree,1,3,Male,86,3,1,Other,4,Married,4821,10077,
1578970,31,No,Travel_Rarely,106,Neurology,2,3,Human Resources,1,1,Male,62,2,2,Other,1,Married,6410,17822,
1304896,45,No,Travel_Frequently,1249,Maternity,7,3,Life Sciences,1,1,Male,97,3,3,Nurse,1,Divorced,5210,20308,
1685562,31,No,Travel_Rarely,192,Maternity,2,4,Life Sciences,1,3,Male,32,3,1,Other,4,Divorced,2695,7747,
1172739,33,No,Travel_Frequently,553,Neurology,5,4,Life Sciences,1,4,Female,74,3,3,Other,2,Married,11878,23364,
1536502,39,No,Travel_Rarely,117,Neurology,10,1,Medical,1,3,Male,99,3,4,Other,1,Married,17068,5355,
1837585,43,No,Travel_Frequently,185,Maternity,10,4,Life Sciences,1,3,Female,33,3,1,Nurse,4,Single,2455,10675,
1230043,49,No,Travel_Rarely,1091,Maternity,1,2,Technical Degree,1,3,Female,90,2,4,Nurse,3,Single,13964,17810,
1202360,52,No,Travel_Rarely,723,Maternity,8,4,Medical,1,3,Male,85,2,2,Other,2,Married,4941,17747,
1680149,27,No,Travel_Rarely,1220,Maternity,5,3,Life Sciences,1,3,Female,85,3,1,Other,2,Single,2478,20938,
1696143,32,No,Travel_Rarely,588,Cardiology,8,2,Technical Degree,1,3,Female,65,2,2,Nurse,2,Married,5228,24624,
1773686,27,No,Travel_Rarely,1377,Cardiology,2,3,Life Sciences,1,4,Male,74,3,2,Nurse,3,Single,4478,5242,
1625490,31,No,Travel_Rarely,691,Cardiology,7,3,Marketing,1,4,Male,73,3,2,Nurse,4,Divorced,7547,7143,
1038656,32,No,Travel_Rarely,1018,Maternity,2,4,Medical,1,1,Female,74,4,2,Other,4,Single,5055,10557,
1323864,28,Yes,Travel_Rarely,1157,Maternity,2,4,Medical,1,1,Male,84,1,1,Other,4,Married,3464,24737,
1222187,30,No,Travel_Rarely,1275,Maternity,28,2,Medical,1,4,Female,64,3,2,Other,4,Married,5775,11934,
1452875,31,No,Travel_Frequently,798,Neurology,7,2,Life Sciences,1,3,Female,48,2,3,Therapist,3,Married,8943,14034,
1375684,39,No,Travel_Frequently,672,Neurology,7,2,Medical,1,3,Male,54,2,5,Other,4,Married,19272,21141,
1864653,39,Yes,Travel_Rarely,1162,Cardiology,3,2,Medical,1,4,Female,41,3,2,Nurse,3,Married,5238,17778,
1810061,33,No,Travel_Frequently,508,Cardiology,10,3,Marketing,1,2,Male,46,2,2,Nurse,4,Single,4682,4317,
1857574,47,No,Travel_Rarely,1482,Maternity,5,5,Life Sciences,1,4,Male,42,3,5,Administrative,3,Married,18300,16375,
1342581,43,No,Travel_Frequently,559,Maternity,10,4,Life Sciences,1,3,Female,82,2,2,Nurse,3,Divorced,5257,6227,
1863408,27,No,Non-Travel,210,Cardiology,1,1,Marketing,1,3,Male,73,3,2,Nurse,2,Married,6349,22107,
1028630,54,No,Travel_Frequently,928,Maternity,20,4,Life Sciences,1,4,Female,31,3,2,Other,3,Single,4869,16885,
1416430,43,No,Travel_Rarely,1001,Maternity,7,3,Life Sciences,1,3,Female,43,3,3,Nurse,1,Married,9985,9262,
1139398,45,No,Travel_Rarely,549,Maternity,8,4,Other,1,4,Male,75,3,2,Other,4,Married,3697,9278,
1267133,40,No,Travel_Rarely,1124,Cardiology,1,2,Medical,1,2,Male,57,1,2,Nurse,4,Married,7457,13273,
1701544,29,Yes,Travel_Rarely,318,Maternity,8,4,Other,1,2,Male,77,1,1,Nurse,1,Married,2119,4759,
1574346,29,No,Travel_Rarely,738,Maternity,9,5,Other,1,2,Male,30,2,1,Nurse,4,Single,3983,7621,
1446564,30,No,Travel_Rarely,570,Cardiology,5,3,Marketing,1,4,Female,30,2,2,Nurse,3,Divorced,6118,5431,
1646930,27,No,Travel_Rarely,1130,Cardiology,8,4,Marketing,1,2,Female,56,3,2,Nurse,2,Married,6214,3415,
1514947,37,No,Travel_Rarely,1192,Neurology,5,2,Medical,1,4,Male,61,3,2,Therapist,4,Divorced,6347,23177,
1650545,38,No,Travel_Rarely,343,Maternity,15,2,Life Sciences,1,3,Male,92,2,3,Administrative,4,Divorced,11510,15682,
1549614,31,No,Travel_Rarely,1232,Neurology,7,4,Medical,1,3,Female,39,3,3,Therapist,4,Single,7143,25713,
1259109,29,No,Travel_Rarely,144,Cardiology,10,1,Marketing,1,4,Female,39,2,2,Nurse,2,Divorced,8268,11866,
1138615,35,No,Travel_Rarely,1296,Neurology,5,4,Technical Degree,1,3,Male,62,3,3,Therapist,2,Single,8095,18264,
1366078,23,No,Travel_Rarely,1309,Maternity,26,1,Life Sciences,1,3,Male,83,3,1,Other,4,Divorced,2904,16092,
1477474,41,No,Travel_Rarely,483,Neurology,6,3,Medical,1,4,Male,95,2,2,Therapist,2,Single,6032,10110,
1406287,47,No,Travel_Frequently,1309,Cardiology,4,1,Medical,1,2,Male,99,3,2,Other,3,Single,2976,25751,
1544429,42,No,Travel_Rarely,810,Maternity,23,5,Life Sciences,1,1,Female,44,3,4,Administrative,4,Single,15992,15901,
1171206,29,No,Non-Travel,746,Cardiology,2,3,Life Sciences,1,4,Male,61,3,2,Nurse,3,Married,4649,16928,
1634652,42,No,Travel_Rarely,544,Neurology,2,1,Technical Degree,1,3,Male,52,3,1,Other,3,Divorced,2696,24017,
1280175,32,No,Travel_Rarely,1062,Maternity,2,3,Medical,1,3,Female,75,3,1,Nurse,2,Married,2370,3956,
1464473,48,No,Travel_Rarely,530,Cardiology,29,1,Medical,1,1,Female,91,3,3,Administrative,3,Married,12504,23978,
1400436,37,No,Travel_Rarely,1319,Maternity,6,3,Medical,1,3,Male,51,4,2,Other,1,Divorced,5974,17001,
1465814,30,Yes,Non-Travel,641,Cardiology,25,2,Technical Degree,1,4,Female,85,3,2,Nurse,3,Married,4736,6069,
1622008,26,No,Travel_Rarely,933,Cardiology,1,3,Life Sciences,1,3,Male,57,3,2,Nurse,3,Married,5296,20156,
1679401,42,No,Travel_Rarely,1332,Maternity,2,4,Other,1,1,Male,98,2,2,Nurse,4,Single,6781,17078,
1612768,21,Yes,Travel_Frequently,756,Cardiology,1,1,Technical Degree,1,1,Female,99,2,1,Other,2,Single,2174,9150,
1680323,36,No,Non-Travel,845,Cardiology,1,5,Medical,1,4,Female,45,3,2,Nurse,4,Single,6653,15276,
1340908,36,No,Travel_Frequently,541,Cardiology,3,4,Medical,1,1,Male,48,2,3,Nurse,4,Married,9699,7246,
1407209,57,No,Travel_Rarely,593,Maternity,1,4,Medical,1,4,Male,88,3,2,Nurse,3,Married,6755,2967,
1196631,40,No,Travel_Rarely,1171,Maternity,10,4,Life Sciences,1,4,Female,46,4,1,Nurse,3,Married,2213,22495,
1558158,21,No,Non-Travel,895,Cardiology,9,2,Medical,1,1,Male,39,3,1,Other,4,Single,2610,2851,
1542984,33,Yes,Travel_Rarely,350,Cardiology,5,3,Marketing,1,4,Female,34,3,1,Other,3,Single,2851,9150,
1665531,37,No,Travel_Rarely,921,Maternity,10,3,Medical,1,3,Female,98,3,1,Nurse,1,Married,3452,17663,
1815564,46,No,Non-Travel,1144,Neurology,7,4,Medical,1,3,Female,30,3,2,Therapist,3,Married,5258,16044,
1866571,41,No,Travel_Frequently,143,Cardiology,4,3,Marketing,1,1,Male,56,3,2,Nurse,2,Single,9355,9558,
1589819,50,No,Travel_Rarely,1046,Maternity,10,3,Technical Degree,1,4,Male,100,2,3,Nurse,4,Single,10496,2755,
1645744,40,No,Travel_Rarely,575,Cardiology,22,2,Marketing,1,3,Male,68,2,2,Nurse,3,Married,6380,6110,
1235953,31,Yes,Travel_Rarely,408,Maternity,9,4,Life Sciences,1,3,Male,42,2,1,Other,2,Single,2657,7551,
1034442,21,Yes,Travel_Rarely,156,Cardiology,12,3,Life Sciences,1,3,Female,90,4,1,Other,2,Single,2716,25422,
1616596,29,No,Travel_Rarely,1283,Maternity,23,3,Life Sciences,1,4,Male,54,3,1,Other,4,Single,2201,18168,
1078791,35,No,Travel_Rarely,755,Maternity,9,4,Life Sciences,1,3,Male,97,2,2,Nurse,2,Single,6540,19394,
1513965,27,No,Travel_Rarely,1469,Maternity,1,2,Medical,1,4,Male,82,3,1,Nurse,2,Divorced,3816,17881,
1786169,28,No,Travel_Rarely,304,Cardiology,9,4,Life Sciences,1,2,Male,92,3,2,Nurse,4,Single,5253,20750,
1377506,49,No,Travel_Rarely,1261,Maternity,7,3,Other,1,2,Male,31,2,3,Nurse,3,Single,10965,12066,
1653415,51,No,Travel_Rarely,1178,Cardiology,14,2,Life Sciences,1,3,Female,87,3,2,Nurse,4,Married,4936,14862,
1125672,36,No,Travel_Rarely,329,Maternity,2,3,Life Sciences,1,4,Female,96,3,1,Other,3,Married,2543,11868,
1629676,34,Yes,Non-Travel,1362,Cardiology,19,3,Marketing,1,1,Male,67,4,2,Nurse,4,Single,5304,4652,
1121223,55,No,Travel_Rarely,1311,Neurology,2,3,Life Sciences,1,3,Female,97,3,4,Other,4,Single,16659,23258,
1339400,24,No,Travel_Rarely,1371,Cardiology,10,4,Marketing,1,4,Female,77,3,2,Nurse,3,Divorced,4260,5915,
1382648,30,No,Travel_Rarely,202,Cardiology,2,1,Technical Degree,1,3,Male,72,3,1,Other,2,Married,2476,17434,
1685681,26,No,Travel_Frequently,575,Maternity,3,1,Technical Degree,1,3,Male,73,3,1,Other,1,Single,3102,6582,
1700683,22,No,Travel_Rarely,253,Maternity,11,3,Medical,1,1,Female,43,3,1,Other,2,Married,2244,24440,
1634874,36,No,Travel_Rarely,164,Cardiology,2,2,Medical,1,2,Male,61,2,3,Nurse,3,Married,7596,3809,
1362644,30,Yes,Travel_Frequently,464,Maternity,4,3,Technical Degree,1,3,Male,40,3,1,Other,4,Single,2285,3427,
1286933,37,No,Travel_Rarely,1107,Maternity,14,3,Life Sciences,1,4,Female,95,3,1,Nurse,1,Divorced,3034,26914,
1848633,40,No,Travel_Rarely,759,Cardiology,2,2,Marketing,1,4,Female,46,3,2,Nurse,2,Divorced,5715,22553,
1065198,42,No,Travel_Rarely,201,Maternity,1,4,Life Sciences,1,2,Female,95,3,1,Nurse,1,Divorced,2576,20490,
1703984,37,No,Travel_Rarely,1305,Maternity,10,4,Life Sciences,1,3,Male,49,3,2,Therapist,2,Single,4197,21123,
1538992,43,No,Travel_Rarely,982,Maternity,12,3,Life Sciences,1,1,Male,59,2,4,Administrative,2,Divorced,14336,4345,
1488170,40,No,Travel_Rarely,555,Maternity,2,3,Medical,1,2,Female,78,2,2,Nurse,3,Married,3448,13436,
1530826,54,No,Travel_Rarely,821,Maternity,5,2,Medical,1,1,Male,86,3,5,Administrative,1,Married,19406,8509,
1550660,34,No,Non-Travel,1381,Cardiology,4,4,Marketing,1,3,Female,72,3,2,Nurse,3,Married,6538,12740,
1766543,31,No,Travel_Rarely,480,Neurology,7,2,Medical,1,2,Female,31,3,2,Therapist,1,Married,4306,4156,
1241240,43,No,Travel_Frequently,313,Maternity,21,3,Medical,1,4,Male,61,3,1,Nurse,4,Married,2258,15238,
1616188,43,No,Travel_Rarely,1473,Maternity,8,4,Other,1,3,Female,74,3,2,Nurse,3,Divorced,4522,2227,
1068776,25,No,Travel_Rarely,891,Cardiology,4,2,Life Sciences,1,2,Female,99,2,2,Nurse,4,Single,4487,12090,
1514615,37,No,Non-Travel,1063,Maternity,25,5,Medical,1,2,Female,72,3,2,Other,3,Married,4449,23866,
1413436,31,No,Travel_Rarely,329,Maternity,1,2,Life Sciences,1,4,Male,98,2,1,Nurse,1,Married,2218,16193,
1660433,39,No,Travel_Frequently,1218,Neurology,1,1,Life Sciences,1,2,Male,52,3,5,Other,3,Divorced,19197,8213,
1415736,56,No,Travel_Frequently,906,Cardiology,6,3,Life Sciences,1,3,Female,86,4,4,Nurse,1,Married,13212,18256,
1356712,30,No,Travel_Rarely,1082,Cardiology,12,3,Technical Degree,1,2,Female,83,3,2,Nurse,3,Single,6577,19558,
1482423,41,No,Travel_Rarely,645,Cardiology,1,3,Marketing,1,2,Male,49,4,3,Nurse,1,Married,8392,19566,
1735186,28,No,Travel_Rarely,1300,Maternity,17,2,Medical,1,3,Male,79,3,2,Nurse,1,Divorced,4558,13535,
1303791,25,Yes,Travel_Rarely,688,Maternity,3,3,Medical,1,1,Male,91,3,1,Nurse,1,Married,4031,9396,
1595705,52,No,Travel_Rarely,319,Neurology,3,3,Medical,1,4,Male,39,2,3,Therapist,3,Married,7969,19609,
1314827,45,No,Travel_Rarely,192,Maternity,10,2,Life Sciences,1,1,Male,69,3,1,Other,4,Married,2654,9655,
1499671,52,No,Travel_Rarely,1490,Neurology,4,2,Life Sciences,1,4,Female,30,3,4,Other,4,Married,16555,10310,
1085614,42,No,Travel_Frequently,532,Maternity,29,2,Life Sciences,1,1,Female,92,3,2,Other,3,Divorced,4556,12932,
1635763,30,No,Travel_Rarely,317,Neurology,2,3,Life Sciences,1,3,Female,43,1,2,Therapist,4,Single,6091,24793,
1031735,60,No,Travel_Rarely,422,Neurology,7,3,Life Sciences,1,1,Female,41,3,5,Other,1,Married,19566,3854,
1787984,46,No,Travel_Rarely,1485,Maternity,18,3,Medical,1,3,Female,87,3,2,Therapist,3,Divorced,4810,26314,
1867121,42,No,Travel_Frequently,1368,Maternity,28,4,Technical Degree,1,4,Female,88,2,2,Nurse,4,Married,4523,4386,
1377208,24,Yes,Travel_Rarely,1448,Cardiology,1,1,Technical Degree,1,1,Female,62,3,1,Other,2,Single,3202,21972,
1548908,34,No,Travel_Frequently,296,Cardiology,6,2,Marketing,1,4,Female,33,1,1,Other,3,Divorced,2351,12253,
1501749,38,No,Travel_Frequently,1490,Maternity,2,2,Life Sciences,1,4,Male,42,3,1,Nurse,4,Married,1702,12106,
1317087,40,No,Travel_Rarely,1398,Cardiology,2,4,Life Sciences,1,3,Female,79,3,5,Administrative,3,Married,18041,13022,
1865341,26,No,Travel_Rarely,1349,Maternity,23,3,Life Sciences,1,1,Female,90,3,1,Other,4,Divorced,2886,3032,
1051420,30,No,Non-Travel,1400,Maternity,3,3,Life Sciences,1,3,Male,53,3,1,Nurse,4,Married,2097,16734,
1589813,29,No,Travel_Rarely,986,Maternity,3,4,Medical,1,2,Male,93,2,3,Administrative,3,Married,11935,21526,
1297138,29,Yes,Travel_Rarely,408,Maternity,25,5,Technical Degree,1,3,Female,71,2,1,Other,2,Married,2546,18300,
1191505,19,Yes,Travel_Rarely,489,Neurology,2,2,Technical Degree,1,1,Male,52,2,1,Other,4,Single,2564,18437,
1708021,30,No,Non-Travel,1398,Cardiology,22,4,Other,1,3,Female,69,3,3,Nurse,1,Married,8412,2890,
1353649,57,No,Travel_Rarely,210,Cardiology,29,3,Marketing,1,1,Male,56,2,4,Administrative,4,Divorced,14118,22102,
1669573,50,No,Travel_Rarely,1099,Neurology,29,4,Life Sciences,1,2,Male,88,2,4,Other,3,Married,17046,9314,
1613984,30,No,Non-Travel,1116,Maternity,2,3,Medical,1,3,Female,49,3,1,Nurse,4,Single,2564,7181,
1269877,60,No,Travel_Frequently,1499,Cardiology,28,3,Marketing,1,3,Female,80,2,3,Nurse,1,Married,10266,2845,
1593662,47,No,Travel_Rarely,983,Neurology,2,2,Medical,1,1,Female,65,3,2,Therapist,4,Divorced,5070,7389,
1580340,46,No,Travel_Rarely,1009,Maternity,2,3,Life Sciences,1,1,Male,51,3,4,Administrative,3,Married,17861,2288,
